"species","colour","cluster","cluster_int"
"Sphaerodorum.gracilis","#E16A86","K",11
"Brada.villosa","#E16A86","K",11
"Virgularia.mirabilis","#E16A86","K",11
"Acanthocardia.echinata","#E16A86","K",11
"Labidoplax.buskii","#E16A86","K",11
"Polyphysia.crassa","#E16A86","K",11
"Polycirrus.plumosus","#E16A86","K",11
"Rhodine.loveni","#E16A86","K",11
"Eudorella.emarginata","#E16A86","K",11
"Prionospio.multibranchiat","#E16A86","K",11
"Brissopsis.lyrifera","#E16A86","K",11
"Tellimya.tenella","#E16A86","K",11
"Magelona.minuta","#E16A86","K",11
"Anobothrus.gracilis","#E16A86","K",11
"Pectinaria.belgica","#E16A86","K",11
"Edwardsia.longicornis","#00AD7F","J",10
"Mysia.undata","#00AD7F","J",10
"Magelona.alleni","#00AD7F","J",10
"Pholoe.baltica","#00AD7F","J",10
"Chaetozone.setosa","#00AD7F","J",10
"Goniada.maculata","#00AD7F","J",10
"Scalibregma.inflatum","#00AD7F","J",10
"Tharyx.killariensis","#00AD7F","J",10
"Phoronis.muelleri","#00AD7F","J",10
"Galathowenia.oculata","#00AD7F","J",10
"Prionospio.fallax","#00AD7F","J",10
"Phyllodoce.rosea","#00AD7F","J",10
"Amphiura.filiformis","#00AD7F","J",10
"Eumida.bahusiensis","#00AD7F","J",10
"Glycera.alba","#00AD7F","J",10
"Nucula.nitidosa","#00AD7F","J",10
"Thyasira.flexuosa","#00AD7F","J",10
"Abyssoninoe.hibernica","#00AD7F","J",10
"Oxydromus.flexuosus","#00AD7F","J",10
"Glycera.unicornis","#00AD7F","J",10
"Abra.nitida","#00AD7F","J",10
"Ennucula.tenuis","#00AD7F","J",10
"Chalinula.limbata","#00AD7F","J",10
"Eudorella.truncatula","#00AD7F","J",10
"Levinsenia.gracilis","#00AD7F","J",10
"Paradoneis.eliasoni","#00AD7F","J",10
"Praxillella.praetermissa","#00AD7F","J",10
"Rhodine.gracilior","#00AD7F","J",10
"Chaetoderma.nitidulum","#00AD7F","J",10
"Maldane.sarsi","#00AD7F","J",10
"Diastyloides.biplicatus","#00AD7F","J",10
"Parvicardium.minimum","#00AD7F","J",10
"Harpinia.antennaria","#00AD7F","J",10
"Ampelisca.diadema","#00AD7F","J",10
"Praxillella.affinis","#00AD7F","J",10
"Trichobranchus.roseus","#00AD7F","J",10
"Westwoodilla.caecula","#00AD7F","J",10
"Glycinde.nordmanni","#00AD7F","J",10
"Golfingia.vulgaris","#00AD7F","J",10
"Diastylis.laevis","#00AD7F","J",10
"Dosinia.exoleta","#00AD7F","J",10
"Notomastus.latericeus","#00AD7F","J",10
"Cylichna.cylindracea","#00AD7F","J",10
"Turritella.communis","#00AD7F","J",10
"Owenia.fusiformis","#00AD7F","J",10
"Polycirrus.norvegicus","#00AD7F","J",10
"Odonthalia.dentata","#20A73C","I",9
"Palmaria.palmata","#20A73C","I",9
"Laminaria.digitata","#20A73C","I",9
"Saccharina.latissima","#20A73C","I",9
"Leathesia.marina","#20A73C","I",9
"Phycodrys.rubens","#20A73C","I",9
"Sphacelaria.cirrosa","#20A73C","I",9
