"species","colour","cluster","cluster_int"
"Desmarestia.viridis","#20A73C","I",9
"Rhodomela.confervoides","#20A73C","I",9
"Eteone.longa","#20A73C","I",9
"Nephtys.caeca","#20A73C","I",9
"Aglaothamnion.tenuissimum","#20A73C","I",9
"Polysiphonia.stricta","#20A73C","I",9
"Coccotylus.Phyllophora","#20A73C","I",9
"Delesseria.sanguinea","#20A73C","I",9
"Polyides.rotunda","#20A73C","I",9
"Fucus.serratus","#20A73C","I",9
"Callithamnion.corymbosum","#20A73C","I",9
"Dasya.baillouviana","#20A73C","I",9
"Ulva.lactuca","#20A73C","I",9
"Bryopsis.hypnoides","#20A73C","I",9
"Chaetomorpha.melagonium","#20A73C","I",9
"Chondrus.crispus","#20A73C","I",9
"Cystoclonium.purpureum","#20A73C","I",9
"Membranoptera.alata","#20A73C","I",9
"Ahnfeltia.plicata","#20A73C","I",9
"Ceramium.virgatum","#20A73C","I",9
"Cladophora.rupestris","#20A73C","I",9
"Bryopsis.plumosa","#20A73C","I",9
"Sphaerotrichia.divaricata","#20A73C","I",9
"Elachista.fucicola","#20A73C","I",9
"Furcellaria.lumbricalis","#20A73C","I",9
"Erythrotrichia.carnea","#C071DC","H",8
"Sphaceloderma.caespitulum","#C071DC","H",8
"Colaconema.nemalionis","#C071DC","H",8
"Rhodochorton.purpureum","#C071DC","H",8
"Polycirrus.medusa","#C071DC","H",8
"Tubulanus.polymorphus","#C071DC","H",8
"Echinocyamus.pusillus","#C071DC","H",8
"Eucratea.loricata","#C071DC","H",8
"Filellum.serpens","#C071DC","H",8
"Poecilochaetus.serpens","#C071DC","H",8
"Thracia.phaseolina","#C071DC","H",8
"Perioculodes.longimanus","#C071DC","H",8
"Echinocardium.cordatum","#C071DC","H",8
"Tellimya.ferruginosa","#C071DC","H",8
"Ampelisca.brevicornis","#C071DC","H",8
"Chamelea.gallina","#C071DC","H",8
"Gattyana.cirrhosa","#C071DC","H",8
"Cruoria.pellita","#C071DC","H",8
"Lithothamnion.glaciale","#C071DC","H",8
"Scagelothamnion.pusillum","#C071DC","H",8
"Plagiospora.gracilis","#C071DC","H",8
"Rubrointrusa.membranacea","#C071DC","H",8
"Peyssonnelia.dubyi","#C071DC","H",8
"Colaconema.daviesii","#C071DC","H",8
"Colaconema.pectinatum","#C071DC","H",8
"Phyllophora.crispa","#D17B44","G",7
"Ascidiella.aspersa","#D17B44","G",7
"Erythrodermis.traillii","#D17B44","G",7
"Upogebia.deltaura","#D17B44","G",7
"Bonnemaisonia.asparagoides","#D17B44","G",7
"Rhodophyllis.divaricata","#D17B44","G",7
"Callithamnion.tetragonum","#D17B44","G",7
"Sargassum.muticum","#D17B44","G",7
"Pterothamnion.plumula","#D17B44","G",7
"Derbesia.marina","#D17B44","G",7
"Ptilota.gunneri","#D17B44","G",7
"Asperococcus.bullosus","#D17B44","G",7
"Dilsea.carnosa","#D17B44","G",7
"Heterosiphonia.plumosa","#D17B44","G",7
"Modiolus.modiolus","#D17B44","G",7
"Paraonis.fulgens","#D17B44","G",7
"Spio.armata","#D17B44","G",7
"Branchiostoma.lanceolatum","#D17B44","G",7
"Pisione.remota","#D17B44","G",7
"Melobesia.membranacea","#D17B44","G",7
"Tanaissus.lilljeborgi","#D17B44","G",7
"Halidrys.siliquosa","#D17B44","G",7
"Lomentaria.clavellosa","#D17B44","G",7
"Dasysiphonia.japonica","#D17B44","G",7
"Laminaria.hyperborea","#D17B44","G",7
"Bathyporeia.guilliamsonia","#D17B44","G",7
"Fabulina.fabula","#D17B44","G",7
"Spiophanes.bombyx","#D17B44","G",7
"Lamprops.fasciatus","#D17B44","G",7
"Nephtys.longosetosa","#D17B44","G",7
"Ophelia.borealis","#D17B44","G",7
"Spermothamnion.repens","#D17B44","G",7
"Spio.filicornis","#D17B44","G",7
"Vertebrata.byssoides","#D17B44","G",7
"Corallina.officinalis","#D17B44","G",7
"Bonnemaisonia.hamifera","#D17B44","G",7
"Plumaria.plumosa","#D17B44","G",7
"Phoxocephalus.holbolli","#D17B44","G",7
"Callopora.lineata","#D17B44","G",7
"Escharella.immersa","#D17B44","G",7
"Spirorbis.corallinae","#D17B44","G",7
"Crisia.eburnea","#D17B44","G",7
"Halisarca.dujardinii","#D17B44","G",7
"Pholoe.inornata","#D17B44","G",7
"Spisula.subtruncata","#D17B44","G",7
"Lanice.conchilega","#D17B44","G",7
"Phyllodoce.groenlandica","#D17B44","G",7
"Desmarestia.aculeata","#D17B44","G",7
"Eumida.sanguinea","#D17B44","G",7
"Macoma.calcarea","#D17B44","G",7
"Aporrhais.pespelecani","#D17B44","G",7
"Philine.aperta","#D17B44","G",7
"Mediomastus.fragilis","#D17B44","G",7
"Nephtys.assimilis","#D17B44","G",7
"Vertebrata.fucoides","#B28D00","F",6
"Mya.arenaria","#B28D00","F",6
"Mytilus","#B28D00","F",6
"Arenicola.marina","#B28D00","F",6
"Tubificoides.benedii","#B28D00","F",6
"Peringia.ulvae","#B28D00","F",6
"Pygospio.elegans","#B28D00","F",6
"Fabricia.stellaris","#B28D00","F",6
"Alitta.succinea","#B28D00","F",6
"Cerastoderma.glaucum","#B28D00","F",6
"Hediste.diversicolor","#B28D00","F",6
"Gammarus.salinus","#B28D00","F",6
"Lineus.ruber","#B28D00","F",6
"Ophelia.rathkei","#B28D00","F",6
"Ampithoe.rubricata","#B28D00","F",6
"Bathyporeia.pilosa","#B28D00","F",6
"Cerastoderma.edule","#00ABB2","E",5
"Ceramium.tenuicorne","#00ABB2","E",5
"Ectocarpus.Pylaiella","#00ABB2","E",5
"Mesogloia.vermiculata","#00ABB2","E",5
"Ruppia.cirrhosa","#00ABB2","E",5
"Scytosiphon.lomentaria","#00ABB2","E",5
"Chorda.filum","#00ABB2","E",5
"Dictyosiphon.foeniculaceus","#00ABB2","E",5
"Bittium.reticulatum","#00ABB2","E",5
"Nemalion.multifidum","#00ABB2","E",5
"Capitella.capitata","#00ABB2","E",5
"Polydora.cornuta","#00ABB2","E",5
"Polysiphonia.elongata","#00ABB2","E",5
"Cladophora.sericea","#00ABB2","E",5
"Dumontia.contorta","#00ABB2","E",5
"Chaetomorpha.linum","#00ABB2","E",5
"Zostera.marina","#00ABB2","E",5
"Spermatochnus.paradoxus","#00ABB2","E",5
"Chordaria.flagelliformis","#00ABB2","E",5
"Dictyosiphon.chordaria","#00ABB2","E",5
"Spongonema.tomentosum","#00ABB2","E",5
"Monocorophium.insidiosum","#00ABB2","E",5
"Pusillina.inconspicua","#00ABB2","E",5
"Ulva.linza","#00ABB2","E",5
"Apherusa.bispinosa","#00ABB2","E",5
"Eudesme.virescens","#00ABB2","E",5
"Halosiphon.tomentosus","#00ABB2","E",5
"Spongomorpha.aeruginosa","#00ABB2","E",5
"Chara.baltica","#00ABB2","E",5
"Scrobicularia.plana","#00ABB2","E",5
"Platynereis.dumerilii","#00ABB2","E",5
"Zannichellia.palustris","#00ABB2","E",5
"Ulva.prolifera","#00ABB2","E",5
"Ericthonius.brasiliensis","#00ABB2","E",5
"Fucus.vesiculosus.radicans","#00ABB2","E",5
"Ruppia.maritima","#00ABB2","E",5
"Ceramium.diaphanum","#00ABB2","E",5
"Streblospio.shrubsolii","#00ABB2","E",5
"Tubificoides.pseudogaster","#00ABB2","E",5
"Musculus.discors","#00ABB2","E",5
"Baltidrilus.costatus","#00ABB2","E",5
"Heterotanais.oerstedii","#00ABB2","E",5
"Dendrodoa.grossularia","#00A0D6","D",4
"Malacobdella.grossa","#00A0D6","D",4
"Pholoe.assimilis","#00A0D6","D",4
"Flustra.foliacea","#00A0D6","D",4
"Astarte.montagui","#00A0D6","D",4
"Laonome.kroyeri","#00A0D6","D",4
"Exogone.naidina","#00A0D6","D",4
"Onoba.semicostata","#00A0D6","D",4
"Psammechinus.miliaris","#00A0D6","D",4
"Ampelisca.macrocephala","#00A0D6","D",4
"Crenella.decussata","#00A0D6","D",4
"Apistobranchus.tullbergi","#00A0D6","D",4
"Artacama.proboscidea","#00A0D6","D",4
"Lysilla.loveni","#00A0D6","D",4
"Musculus.niger","#00A0D6","D",4
"Nephtys.pente","#00A0D6","D",4
"Protomedeia.fasciata","#00A0D6","D",4
"Sertularia.cupressina","#00A0D6","D",4
"Mya.truncata","#00A0D6","D",4
"Hiatella.arctica","#00A0D6","D",4
"Nereimyra.punctata","#00A0D6","D",4
"Pherusa.plumosa","#00A0D6","D",4
"Halcampa.duodecimcirrata","#00A0D6","D",4
"Farrella.repens","#00A0D6","D",4
"Pariambus.typicus","#00A0D6","D",4
"Aricidea.suecica","#DE63B9","C",3
"Phyllodoce.mucosa","#DE63B9","C",3
"Gastrosaccus.spinifer","#DE63B9","C",3
"Harmothoe.imbricata","#DE63B9","C",3
"Asterias.rubens","#DE63B9","C",3
"Parvicardium.pinnulatum","#DE63B9","C",3
"Crassicorophium.crassicor","#DE63B9","C",3
"Dipolydora.quadrilobata","#DE63B9","C",3
"Neoamphitrite.figulus","#DE63B9","C",3
"Electra.pilosa","#DE63B9","C",3
"Aricidea.minuta","#DE63B9","C",3
"Spio.goniocephala","#DE63B9","C",3
"Heteromastus.filiformis","#DE63B9","C",3
"Ampharete.baltica","#DE63B9","C",3
"Scoloplos.armiger","#DE63B9","C",3
"Gammarus.tigrinus","#DE63B9","C",3
"Terebellides.stroemii","#DE63B9","C",3
"Arctica.islandica","#DE63B9","C",3
"Trochochaeta.multisetosa","#DE63B9","C",3
"Kurtiella.bidentata","#DE63B9","C",3
"Phaxas.pellucidus","#DE63B9","C",3
"Abra.alba","#DE63B9","C",3
"Nephtys.ciliata","#DE63B9","C",3
"Ophiura.albida","#DE63B9","C",3
"Corbula.gibba","#DE63B9","C",3
"Parexogone.hebes","#DE63B9","C",3
"Spio.arndti","#DE63B9","C",3
"Aricidea.cerrutii","#829C00","B",2
"Priapulus.caudatus","#829C00","B",2
"Ampharete.acutifrons","#829C00","B",2
"Bylgides.sarsi","#829C00","B",2
"Halicryptus.spinulosus","#829C00","B",2
"Pontoporeia.femorata","#829C00","B",2
"Diastylis.rathkei","#829C00","B",2
"Limecola.balthica","#829C00","B",2
"Opercularella.lacerata","#829C00","B",2
"Lagis.koreni","#829C00","B",2
"Astarte.borealis","#829C00","B",2
"Astarte.elliptica","#829C00","B",2
"Eleocharis.uniglumis","#7B8AE6","A",1
"Juncus.gerardii","#7B8AE6","A",1
"Triglochin.maritima","#7B8AE6","A",1
"Schoenoplectus.lacustris","#7B8AE6","A",1
"Ascophyllum.nodosum","#7B8AE6","A",1
"Bolboschoenus.maritimus","#7B8AE6","A",1
"Lemna.minor","#7B8AE6","A",1
"Metridium.senile","#7B8AE6","A",1
"Molgula.manhattensis","#7B8AE6","A",1
"Clytia.hemisphaerica","#7B8AE6","A",1
"Gammarellus.homari","#7B8AE6","A",1
"Laonice.bahusiensis","#7B8AE6","A",1
"Paramphinome.jeffreysii","#7B8AE6","A",1
"Hermania.scabra","#7B8AE6","A",1
"Philine.quadripartita","#7B8AE6","A",1
"Alkmaria.romijni","#7B8AE6","A",1
"Microphthalmus.sczelkowii","#7B8AE6","A",1
"Apoglossum.ruscifolium","#7B8AE6","A",1
"Bathyporeia.pelagica","#7B8AE6","A",1
