"species","colour","cluster","cluster_int","cluster_name"
"Dreissena.polymorpha","#00AD9A","D",4,"Zone1_D"
"Chaetomorpha.linum","#00AD9A","D",4,"Zone1_D"
"Ruppia.cirrhosa","#00AD9A","D",4,"Zone1_D"
"Potamogeton.gramineus","#50A315","C",3,"Zone1_C"
"Callitriche.hermaphroditica","#50A315","C",3,"Zone1_C"
"Myriophyllum.alterniflorum","#50A315","C",3,"Zone1_C"
"Chara.virgata","#50A315","C",3,"Zone1_C"
"Potamogeton.berchtoldii","#50A315","C",3,"Zone1_C"
"Potamogeton.friesii","#50A315","C",3,"Zone1_C"
"Callitriche.palustris","#50A315","C",3,"Zone1_C"
"Elatine.hydropiper","#50A315","C",3,"Zone1_C"
"Caltha.palustris","#50A315","C",3,"Zone1_C"
"Ranunculus.reptans","#50A315","C",3,"Zone1_C"
"Eleocharis.palustris","#50A315","C",3,"Zone1_C"
"Limosella.aquatica","#50A315","C",3,"Zone1_C"
"Potamogeton.pusillus","#50A315","C",3,"Zone1_C"
"Eleocharis.acicularis","#50A315","C",3,"Zone1_C"
"Subularia.aquatica","#50A315","C",3,"Zone1_C"
"Mysis.mixta","#B88A00","B",2,"Zone1_B"
"Mysis.relicta","#B88A00","B",2,"Zone1_B"
"Monoporeia.affinis","#B88A00","B",2,"Zone1_B"
"Saduria.entomon","#B88A00","B",2,"Zone1_B"
"Halicryptus.spinulosus","#B88A00","B",2,"Zone1_B"
"Pontoporeia.femorata","#B88A00","B",2,"Zone1_B"
"Potamogeton.obtusifolius","#009ADE","A",1,"Zone1_A"
"Schoenoplectus.lacustris","#009ADE","A",1,"Zone1_A"
"Typha.angustifolia","#009ADE","A",1,"Zone1_A"
"Myriophyllum.verticillatum","#009ADE","A",1,"Zone1_A"
"Nymphaea.alba","#009ADE","A",1,"Zone1_A"
"Typha.latifolia","#009ADE","A",1,"Zone1_A"
"Nuphar.lutea","#009ADE","A",1,"Zone1_A"
"Equisetum.fluviatile","#009ADE","A",1,"Zone1_A"
"Potamogeton.natans","#009ADE","A",1,"Zone1_A"
"Sagittaria.sagittifolia","#009ADE","A",1,"Zone1_A"
"Sparganium.emersum","#009ADE","A",1,"Zone1_A"
"Zygnema","#009ADE","A",1,"Zone1_A"
"Crassula.aquatica","#009ADE","A",1,"Zone1_A"
"Persicaria.foliosa","#009ADE","A",1,"Zone1_A"
"Sagittaria.natans","#009ADE","A",1,"Zone1_A"
"Elodea.nuttallii","#009ADE","A",1,"Zone1_A"
"Chara.braunii","#009ADE","A",1,"Zone1_A"
"Nitella.wahlbergiana","#009ADE","A",1,"Zone1_A"
"Aegagropila.linnaei","#009ADE","A",1,"Zone1_A"
"Fontinalis.antipyretica","#009ADE","A",1,"Zone1_A"
"Nitella.flexilis","#009ADE","A",1,"Zone1_A"
"Fontinalis.dalecarlica","#009ADE","A",1,"Zone1_A"
"Fissidens.fontanus","#009ADE","A",1,"Zone1_A"
"Ulothrix.zonata","#009ADE","A",1,"Zone1_A"
"Alisma.wahlenbergii","#009ADE","A",1,"Zone1_A"
"Eleocharis.mamillata","#009ADE","A",1,"Zone1_A"
"Cicuta.virosa","#009ADE","A",1,"Zone1_A"
"Eleocharis.parvula","#009ADE","A",1,"Zone1_A"
"Butomus.umbellatus","#009ADE","A",1,"Zone1_A"
"Potamogeton.crispus","#009ADE","A",1,"Zone1_A"
"Elodea.canadensis","#009ADE","A",1,"Zone1_A"
"Utricularia.vulgaris","#009ADE","A",1,"Zone1_A"
"Potamogeton.praelongus","#009ADE","A",1,"Zone1_A"
"Stuckenia.vaginata","#009ADE","A",1,"Zone1_A"
"Nitellopsis.obtusa","#009ADE","A",1,"Zone1_A"
"Ranunculus.aquatilis","#009ADE","A",1,"Zone1_A"
"Fontinalis.hypnoides","#009ADE","A",1,"Zone1_A"
"Hippuris.tetraphylla","#009ADE","A",1,"Zone1_A"
"Cerastoderma.edule","#009ADE","A",1,"Zone1_A"
"Batrachospermum","#009ADE","A",1,"Zone1_A"
"Microphthalmus.sczelkowii","#009ADE","A",1,"Zone1_A"
"Eleocharis.uniglumis","#009ADE","A",1,"Zone1_A"
"Juncus.gerardii","#009ADE","A",1,"Zone1_A"
"Triglochin.maritima","#009ADE","A",1,"Zone1_A"
"Ascidiella.aspersa","#009ADE","A",1,"Zone1_A"
"Ericthonius.brasiliensis","#009ADE","A",1,"Zone1_A"
"Chara.horrida","#009ADE","A",1,"Zone1_A"
"Lemna.minor","#009ADE","A",1,"Zone1_A"
"Monostroma.balticum","#009ADE","A",1,"Zone1_A"
"Bolboschoenus.maritimus","#009ADE","F",6,"Zone2_F"
"Lemna.minor","#009ADE","F",6,"Zone2_F"
"Juncus.gerardii","#009ADE","F",6,"Zone2_F"
"Triglochin.maritima","#009ADE","F",6,"Zone2_F"
"Monostroma.balticum","#009ADE","F",6,"Zone2_F"
"Chorda.filum","#009ADE","F",6,"Zone2_F"
"Fucus.vesiculosus.radicans","#009ADE","F",6,"Zone2_F"
"Heterotanais.oerstedii","#009ADE","F",6,"Zone2_F"
"Ruppia.cirrhosa","#009ADE","F",6,"Zone2_F"
"Zannichellia.palustris","#009ADE","F",6,"Zone2_F"
"Myriophyllum.spicatum","#009ADE","F",6,"Zone2_F"
"Chara.baltica","#009ADE","F",6,"Zone2_F"
"Stuckenia.pectinata","#009ADE","F",6,"Zone2_F"
"Chara.canescens","#009ADE","F",6,"Zone2_F"
"Ruppia.maritima","#009ADE","F",6,"Zone2_F"
"Cladophora.rupestris","#E16A86","E",5,"Zone2_E"
"Elachista.fucicola","#E16A86","E",5,"Zone2_E"
"Rhodochorton.purpureum","#E16A86","E",5,"Zone2_E"
"Eudesme.virescens","#E16A86","E",5,"Zone2_E"
"Gaillona.rosea","#E16A86","E",5,"Zone2_E"
"Leathesia.marina","#E16A86","E",5,"Zone2_E"
"Neomysis.integer","#E16A86","E",5,"Zone2_E"
"Streblospio.shrubsolii","#E16A86","E",5,"Zone2_E"
"Dictyosiphon.foeniculaceus","#E16A86","E",5,"Zone2_E"
"Ceramium.tenuicorne","#E16A86","E",5,"Zone2_E"
"Ectocarpus.Pylaiella","#E16A86","E",5,"Zone2_E"
"Gammarus.tigrinus","#E16A86","E",5,"Zone2_E"
"Gammarus.oceanicus","#E16A86","E",5,"Zone2_E"
"Theodoxus.fluviatilis","#E16A86","E",5,"Zone2_E"
"Cyanophthalma.obscura","#E16A86","E",5,"Zone2_E"
"Ecrobia.ventrosa","#E16A86","E",5,"Zone2_E"
"Ceramium.virgatum","#00AD9A","D",4,"Zone2_D"
"Cladophora.sericea","#00AD9A","D",4,"Zone2_D"
"Dumontia.contorta","#00AD9A","D",4,"Zone2_D"
"Rhizoclonium.riparium","#00AD9A","D",4,"Zone2_D"
"Ulva.prolifera","#00AD9A","D",4,"Zone2_D"
"Scytosiphon.lomentaria","#00AD9A","D",4,"Zone2_D"
"Chaetomorpha.linum","#00AD9A","D",4,"Zone2_D"
"Zostera.marina","#00AD9A","D",4,"Zone2_D"
"Mysis.mixta","#00AD9A","D",4,"Zone2_D"
"Mysis.relicta","#00AD9A","D",4,"Zone2_D"
"Opercularella.lacerata","#00AD9A","D",4,"Zone2_D"
"Astarte.elliptica","#00AD9A","D",4,"Zone2_D"
"Lagis.koreni","#00AD9A","D",4,"Zone2_D"
"Chara.horrida","#00AD9A","D",4,"Zone2_D"
"Eleocharis.parvula","#00AD9A","D",4,"Zone2_D"
"Schoenoplectus.lacustris","#00AD9A","D",4,"Zone2_D"
"Lamprops.fasciatus","#00AD9A","D",4,"Zone2_D"
"Cerastoderma.edule","#00AD9A","D",4,"Zone2_D"
"Rangia.cuneata","#00AD9A","D",4,"Zone2_D"
"Mya.truncata","#00AD9A","D",4,"Zone2_D"
"Apherusa.bispinosa","#00AD9A","D",4,"Zone2_D"
"Ericthonius.brasiliensis","#00AD9A","D",4,"Zone2_D"
"Pontoporeia.femorata","#50A315","C",3,"Zone2_C"
"Monoporeia.affinis","#50A315","C",3,"Zone2_C"
"Saduria.entomon","#50A315","C",3,"Zone2_C"
"Bylgides.sarsi","#50A315","C",3,"Zone2_C"
"Halicryptus.spinulosus","#50A315","C",3,"Zone2_C"
"Marenzelleria","#50A315","C",3,"Zone2_C"
"Limecola.balthica","#50A315","C",3,"Zone2_C"
"Pygospio.elegans","#50A315","C",3,"Zone2_C"
"Diastylis.rathkei","#50A315","C",3,"Zone2_C"
"Ampharete.acutifrons","#50A315","C",3,"Zone2_C"
"Micrura.baltica","#50A315","C",3,"Zone2_C"
"Battersia.arctica","#B88A00","B",2,"Zone2_B"
"Furcellaria.lumbricalis","#B88A00","B",2,"Zone2_B"
"Gammarus.zaddachi","#B88A00","B",2,"Zone2_B"
"Vertebrata.fucoides","#B88A00","B",2,"Zone2_B"
"Peringia.ulvae","#B88A00","B",2,"Zone2_B"
"Cerastoderma.glaucum","#B88A00","B",2,"Zone2_B"
"Mya.arenaria","#B88A00","B",2,"Zone2_B"
"Corophium.volutator","#B88A00","B",2,"Zone2_B"
"Hediste.diversicolor","#B88A00","B",2,"Zone2_B"
"Amphibalanus.improvisus","#B88A00","B",2,"Zone2_B"
"Bathyporeia.pilosa","#B88A00","B",2,"Zone2_B"
"Gammarus.salinus","#B88A00","B",2,"Zone2_B"
"Jaera.albifrons","#B88A00","B",2,"Zone2_B"
"Coccotylus.Phyllophora","#B88A00","B",2,"Zone2_B"
"Mytilus","#B88A00","B",2,"Zone2_B"
"Einhornia.crustulenta","#B88A00","B",2,"Zone2_B"
"Rhodomela.confervoides","#B88A00","B",2,"Zone2_B"
"Ampithoe.rubricata","#B88A00","B",2,"Zone2_B"
"Corophium.multisetosum","#B88A00","B",2,"Zone2_B"
"Alitta.succinea","#C86DD7","A",1,"Zone2_A"
"Tubificoides.benedii","#C86DD7","A",1,"Zone2_A"
"Baltidrilus.costatus","#C86DD7","A",1,"Zone2_A"
"Polyides.rotunda","#C86DD7","A",1,"Zone2_A"
"Fabricia.stellaris","#C86DD7","A",1,"Zone2_A"
"Aglaothamnion.tenuissimum","#C86DD7","A",1,"Zone2_A"
"Ceramium.diaphanum","#C86DD7","A",1,"Zone2_A"
"Desmarestia.viridis","#C86DD7","A",1,"Zone2_A"
"Plagiospora.gracilis","#6F9F00","J",10,"Zone3_J"
"Dosinia.exoleta","#6F9F00","J",10,"Zone3_J"
"Notomastus.latericeus","#6F9F00","J",10,"Zone3_J"
"Cylichna.cylindracea","#6F9F00","J",10,"Zone3_J"
"Turritella.communis","#6F9F00","J",10,"Zone3_J"
"Owenia.fusiformis","#6F9F00","J",10,"Zone3_J"
"Polycirrus.norvegicus","#6F9F00","J",10,"Zone3_J"
"Edwardsia.longicornis","#6F9F00","J",10,"Zone3_J"
"Mysia.undata","#6F9F00","J",10,"Zone3_J"
"Magelona.alleni","#6F9F00","J",10,"Zone3_J"
"Pholoe.baltica","#6F9F00","J",10,"Zone3_J"
"Chaetozone.setosa","#6F9F00","J",10,"Zone3_J"
"Goniada.maculata","#6F9F00","J",10,"Zone3_J"
"Scalibregma.inflatum","#6F9F00","J",10,"Zone3_J"
"Tharyx.killariensis","#6F9F00","J",10,"Zone3_J"
"Phoronis.muelleri","#6F9F00","J",10,"Zone3_J"
"Galathowenia.oculata","#6F9F00","J",10,"Zone3_J"
"Prionospio.fallax","#6F9F00","J",10,"Zone3_J"
"Phyllodoce.rosea","#6F9F00","J",10,"Zone3_J"
"Amphiura.filiformis","#6F9F00","J",10,"Zone3_J"
"Eumida.bahusiensis","#6F9F00","J",10,"Zone3_J"
"Glycera.alba","#6F9F00","J",10,"Zone3_J"
"Nucula.nitidosa","#6F9F00","J",10,"Zone3_J"
"Thyasira.flexuosa","#6F9F00","J",10,"Zone3_J"
"Abyssoninoe.hibernica","#6F9F00","J",10,"Zone3_J"
"Oxydromus.flexuosus","#6F9F00","J",10,"Zone3_J"
"Glycera.unicornis","#6F9F00","J",10,"Zone3_J"
"Abra.nitida","#6F9F00","J",10,"Zone3_J"
"Ennucula.tenuis","#6F9F00","J",10,"Zone3_J"
"Chalinula.limbata","#6F9F00","J",10,"Zone3_J"
"Eudorella.truncatula","#6F9F00","J",10,"Zone3_J"
"Levinsenia.gracilis","#6F9F00","J",10,"Zone3_J"
"Paradoneis.eliasoni","#6F9F00","J",10,"Zone3_J"
"Praxillella.praetermissa","#6F9F00","J",10,"Zone3_J"
"Rhodine.gracilior","#6F9F00","J",10,"Zone3_J"
"Chaetoderma.nitidulum","#6F9F00","J",10,"Zone3_J"
"Maldane.sarsi","#6F9F00","J",10,"Zone3_J"
"Sphaerodorum.gracilis","#CE7D3B","I",9,"Zone3_I"
"Brada.villosa","#CE7D3B","I",9,"Zone3_I"
"Virgularia.mirabilis","#CE7D3B","I",9,"Zone3_I"
"Labidoplax.buskii","#CE7D3B","I",9,"Zone3_I"
"Polyphysia.crassa","#CE7D3B","I",9,"Zone3_I"
"Acanthocardia.echinata","#CE7D3B","I",9,"Zone3_I"
"Harpinia.antennaria","#CE7D3B","I",9,"Zone3_I"
"Trichobranchus.roseus","#CE7D3B","I",9,"Zone3_I"
"Westwoodilla.caecula","#CE7D3B","I",9,"Zone3_I"
"Glycinde.nordmanni","#CE7D3B","I",9,"Zone3_I"
"Golfingia.vulgaris","#CE7D3B","I",9,"Zone3_I"
"Diastylis.laevis","#CE7D3B","I",9,"Zone3_I"
"Ampelisca.diadema","#CE7D3B","I",9,"Zone3_I"
"Praxillella.affinis","#CE7D3B","I",9,"Zone3_I"
"Polycirrus.plumosus","#CE7D3B","I",9,"Zone3_I"
"Rhodine.loveni","#CE7D3B","I",9,"Zone3_I"
"Eudorella.emarginata","#CE7D3B","I",9,"Zone3_I"
"Prionospio.multibranchiat","#CE7D3B","I",9,"Zone3_I"
"Brissopsis.lyrifera","#CE7D3B","I",9,"Zone3_I"
"Tellimya.tenella","#CE7D3B","I",9,"Zone3_I"
"Magelona.minuta","#CE7D3B","I",9,"Zone3_I"
"Anobothrus.gracilis","#CE7D3B","I",9,"Zone3_I"
"Pectinaria.belgica","#CE7D3B","I",9,"Zone3_I"
"Filellum.serpens","#B675E0","H",8,"Zone3_H"
"Poecilochaetus.serpens","#B675E0","H",8,"Zone3_H"
"Thracia.phaseolina","#B675E0","H",8,"Zone3_H"
"Perioculodes.longimanus","#B675E0","H",8,"Zone3_H"
"Echinocardium.cordatum","#B675E0","H",8,"Zone3_H"
"Tellimya.ferruginosa","#B675E0","H",8,"Zone3_H"
"Ampelisca.brevicornis","#B675E0","H",8,"Zone3_H"
"Chamelea.gallina","#B675E0","H",8,"Zone3_H"
"Rubrointrusa.membranacea","#B675E0","H",8,"Zone3_H"
"Peyssonnelia.dubyi","#B675E0","H",8,"Zone3_H"
"Colaconema.daviesii","#B675E0","H",8,"Zone3_H"
"Colaconema.pectinatum","#B675E0","H",8,"Zone3_H"
"Odonthalia.dentata","#B675E0","H",8,"Zone3_H"
"Palmaria.palmata","#B675E0","H",8,"Zone3_H"
"Gattyana.cirrhosa","#B675E0","H",8,"Zone3_H"
"Cruoria.pellita","#B675E0","H",8,"Zone3_H"
"Lithothamnion.glaciale","#B675E0","H",8,"Zone3_H"
"Scagelothamnion.pusillum","#B675E0","H",8,"Zone3_H"
"Erythrotrichia.carnea","#B675E0","H",8,"Zone3_H"
"Sphaceloderma.caespitulum","#B675E0","H",8,"Zone3_H"
"Colaconema.nemalionis","#B675E0","H",8,"Zone3_H"
"Rhodochorton.purpureum","#B675E0","H",8,"Zone3_H"
"Polycirrus.medusa","#B675E0","H",8,"Zone3_H"
"Tubulanus.polymorphus","#B675E0","H",8,"Zone3_H"
"Echinocyamus.pusillus","#B675E0","H",8,"Zone3_H"
"Eucratea.loricata","#B675E0","H",8,"Zone3_H"
"Phyllophora.crispa","#E16A86","G",7,"Zone3_G"
"Ascidiella.aspersa","#E16A86","G",7,"Zone3_G"
"Erythrodermis.traillii","#E16A86","G",7,"Zone3_G"
"Upogebia.deltaura","#E16A86","G",7,"Zone3_G"
"Bonnemaisonia.asparagoides","#E16A86","G",7,"Zone3_G"
"Rhodophyllis.divaricata","#E16A86","G",7,"Zone3_G"
"Callithamnion.tetragonum","#E16A86","G",7,"Zone3_G"
"Sargassum.muticum","#E16A86","G",7,"Zone3_G"
"Pterothamnion.plumula","#E16A86","G",7,"Zone3_G"
"Derbesia.marina","#E16A86","G",7,"Zone3_G"
"Ptilota.gunneri","#E16A86","G",7,"Zone3_G"
"Asperococcus.bullosus","#E16A86","G",7,"Zone3_G"
"Dilsea.carnosa","#E16A86","G",7,"Zone3_G"
"Heterosiphonia.plumosa","#E16A86","G",7,"Zone3_G"
"Modiolus.modiolus","#E16A86","G",7,"Zone3_G"
"Paraonis.fulgens","#E16A86","G",7,"Zone3_G"
"Spio.armata","#E16A86","G",7,"Zone3_G"
"Branchiostoma.lanceolatum","#E16A86","G",7,"Zone3_G"
"Pisione.remota","#E16A86","G",7,"Zone3_G"
"Melobesia.membranacea","#E16A86","G",7,"Zone3_G"
"Tanaissus.lilljeborgi","#E16A86","G",7,"Zone3_G"
"Halidrys.siliquosa","#E16A86","G",7,"Zone3_G"
"Lomentaria.clavellosa","#E16A86","G",7,"Zone3_G"
"Dasysiphonia.japonica","#E16A86","G",7,"Zone3_G"
"Laminaria.hyperborea","#E16A86","G",7,"Zone3_G"
"Bathyporeia.guilliamsonia","#E16A86","G",7,"Zone3_G"
"Fabulina.fabula","#E16A86","G",7,"Zone3_G"
"Spiophanes.bombyx","#E16A86","G",7,"Zone3_G"
"Lamprops.fasciatus","#E16A86","G",7,"Zone3_G"
"Nephtys.longosetosa","#E16A86","G",7,"Zone3_G"
"Ophelia.borealis","#E16A86","G",7,"Zone3_G"
"Spermothamnion.repens","#E16A86","G",7,"Zone3_G"
"Spio.filicornis","#E16A86","G",7,"Zone3_G"
"Vertebrata.byssoides","#E16A86","G",7,"Zone3_G"
"Corallina.officinalis","#E16A86","G",7,"Zone3_G"
"Bonnemaisonia.hamifera","#E16A86","G",7,"Zone3_G"
"Plumaria.plumosa","#E16A86","G",7,"Zone3_G"
"Phoxocephalus.holbolli","#E16A86","G",7,"Zone3_G"
"Callopora.lineata","#E16A86","G",7,"Zone3_G"
"Escharella.immersa","#E16A86","G",7,"Zone3_G"
"Spirorbis.corallinae","#E16A86","G",7,"Zone3_G"
"Crisia.eburnea","#E16A86","G",7,"Zone3_G"
"Halisarca.dujardinii","#E16A86","G",7,"Zone3_G"
"Pholoe.inornata","#E16A86","G",7,"Zone3_G"
"Spisula.subtruncata","#E16A86","G",7,"Zone3_G"
"Lanice.conchilega","#E16A86","G",7,"Zone3_G"
"Phyllodoce.groenlandica","#E16A86","G",7,"Zone3_G"
"Desmarestia.aculeata","#E16A86","G",7,"Zone3_G"
"Eumida.sanguinea","#E16A86","G",7,"Zone3_G"
"Macoma.calcarea","#E16A86","G",7,"Zone3_G"
"Aporrhais.pespelecani","#E16A86","G",7,"Zone3_G"
"Philine.aperta","#E16A86","G",7,"Zone3_G"
"Mediomastus.fragilis","#E16A86","G",7,"Zone3_G"
"Nephtys.assimilis","#E16A86","G",7,"Zone3_G"
"Leathesia.marina","#5991E4","F",6,"Zone3_F"
"Phycodrys.rubens","#5991E4","F",6,"Zone3_F"
"Sphacelaria.cirrosa","#5991E4","F",6,"Zone3_F"
"Bryopsis.hypnoides","#5991E4","F",6,"Zone3_F"
"Chaetomorpha.melagonium","#5991E4","F",6,"Zone3_F"
"Laminaria.digitata","#5991E4","F",6,"Zone3_F"
"Saccharina.latissima","#5991E4","F",6,"Zone3_F"
"Gastrosaccus.spinifer","#5991E4","F",6,"Zone3_F"
"Eteone.longa","#5991E4","F",6,"Zone3_F"
"Nephtys.caeca","#5991E4","F",6,"Zone3_F"
"Aglaothamnion.tenuissimum","#5991E4","F",6,"Zone3_F"
"Desmarestia.viridis","#5991E4","F",6,"Zone3_F"
"Rhodomela.confervoides","#5991E4","F",6,"Zone3_F"
"Polysiphonia.stricta","#5991E4","F",6,"Zone3_F"
"Coccotylus.Phyllophora","#5991E4","F",6,"Zone3_F"
"Delesseria.sanguinea","#5991E4","F",6,"Zone3_F"
"Sphaerotrichia.divaricata","#5991E4","F",6,"Zone3_F"
"Bryopsis.plumosa","#5991E4","F",6,"Zone3_F"
"Chondrus.crispus","#5991E4","F",6,"Zone3_F"
"Cystoclonium.purpureum","#5991E4","F",6,"Zone3_F"
"Furcellaria.lumbricalis","#5991E4","F",6,"Zone3_F"
"Membranoptera.alata","#5991E4","F",6,"Zone3_F"
"Ahnfeltia.plicata","#5991E4","F",6,"Zone3_F"
"Ceramium.virgatum","#5991E4","F",6,"Zone3_F"
"Callithamnion.corymbosum","#5991E4","F",6,"Zone3_F"
"Dasya.baillouviana","#5991E4","F",6,"Zone3_F"
"Ulva.lactuca","#5991E4","F",6,"Zone3_F"
"Elachista.fucicola","#5991E4","F",6,"Zone3_F"
"Fucus.serratus","#5991E4","F",6,"Zone3_F"
"Cladophora.rupestris","#5991E4","F",6,"Zone3_F"
"Polyides.rotunda","#5991E4","F",6,"Zone3_F"
"Mesogloia.vermiculata","#AA9000","E",5,"Zone3_E"
"Ruppia.cirrhosa","#AA9000","E",5,"Zone3_E"
"Scytosiphon.lomentaria","#AA9000","E",5,"Zone3_E"
"Cladophora.sericea","#AA9000","E",5,"Zone3_E"
"Dumontia.contorta","#AA9000","E",5,"Zone3_E"
"Chaetomorpha.linum","#AA9000","E",5,"Zone3_E"
"Zostera.marina","#AA9000","E",5,"Zone3_E"
"Capitella.capitata","#AA9000","E",5,"Zone3_E"
"Polydora.cornuta","#AA9000","E",5,"Zone3_E"
"Polysiphonia.elongata","#AA9000","E",5,"Zone3_E"
"Chorda.filum","#AA9000","E",5,"Zone3_E"
"Dictyosiphon.foeniculaceus","#AA9000","E",5,"Zone3_E"
"Bittium.reticulatum","#AA9000","E",5,"Zone3_E"
"Nemalion.multifidum","#AA9000","E",5,"Zone3_E"
"Cerastoderma.edule","#AA9000","E",5,"Zone3_E"
"Ceramium.tenuicorne","#AA9000","E",5,"Zone3_E"
"Ectocarpus.Pylaiella","#AA9000","E",5,"Zone3_E"
"Vertebrata.fucoides","#AA9000","E",5,"Zone3_E"
"Arenicola.marina","#AA9000","E",5,"Zone3_E"
"Tubificoides.benedii","#AA9000","E",5,"Zone3_E"
"Pygospio.elegans","#AA9000","E",5,"Zone3_E"
"Peringia.ulvae","#AA9000","E",5,"Zone3_E"
"Mya.arenaria","#AA9000","E",5,"Zone3_E"
"Mytilus","#AA9000","E",5,"Zone3_E"
"Alitta.succinea","#AA9000","E",5,"Zone3_E"
"Cerastoderma.glaucum","#AA9000","E",5,"Zone3_E"
"Hediste.diversicolor","#AA9000","E",5,"Zone3_E"
"Ampithoe.rubricata","#AA9000","E",5,"Zone3_E"
"Fabricia.stellaris","#AA9000","E",5,"Zone3_E"
"Ceramium.diaphanum","#AA9000","E",5,"Zone3_E"
"Streblospio.shrubsolii","#AA9000","E",5,"Zone3_E"
"Tubificoides.pseudogaster","#AA9000","E",5,"Zone3_E"
"Dendrodoa.grossularia","#00AD9A","D",4,"Zone3_D"
"Malacobdella.grossa","#00AD9A","D",4,"Zone3_D"
"Pholoe.assimilis","#00AD9A","D",4,"Zone3_D"
"Flustra.foliacea","#00AD9A","D",4,"Zone3_D"
"Astarte.montagui","#00AD9A","D",4,"Zone3_D"
"Laonome.kroyeri","#00AD9A","D",4,"Zone3_D"
"Exogone.naidina","#00AD9A","D",4,"Zone3_D"
"Onoba.semicostata","#00AD9A","D",4,"Zone3_D"
"Psammechinus.miliaris","#00AD9A","D",4,"Zone3_D"
"Lagis.koreni","#00AD9A","D",4,"Zone3_D"
