"cluster_1","cluster_2","n_species_1","n_species_2","n_shared","pct_of_cluster_1","pct_of_cluster_2","total_pct"
"Zone1_A","Zone3_F",49,31,0,0,0,0
"Zone1_A","Zone3_D",49,19,0,0,0,0
"Zone1_A","Zone3_C",49,36,0,0,0,0
"Zone1_A","Zone3_B",49,8,0,0,0,0
"Zone2_F","Zone2_E",15,16,0,0,0,0
"Zone2_F","Zone2_D",15,22,0,0,0,0
"Zone2_F","Zone2_C",15,11,0,0,0,0
"Zone2_F","Zone2_B",15,19,0,0,0,0
"Zone2_F","Zone2_A",15,8,0,0,0,0
"Zone2_F","Zone3_J",15,37,0,0,0,0
"Zone2_F","Zone3_I",15,23,0,0,0,0
"Zone2_F","Zone3_H",15,26,0,0,0,0
"Zone2_F","Zone3_G",15,54,0,0,0,0
"Zone2_F","Zone3_F",15,31,0,0,0,0
"Zone2_F","Zone3_D",15,19,0,0,0,0
"Zone2_F","Zone3_C",15,36,0,0,0,0
"Zone2_F","Zone3_B",15,8,0,0,0,0
"Zone2_E","Zone2_D",16,22,0,0,0,0
"Zone2_E","Zone2_C",16,11,0,0,0,0
"Zone2_E","Zone2_B",16,19,0,0,0,0
"Zone2_E","Zone2_A",16,8,0,0,0,0
"Zone2_E","Zone3_J",16,37,0,0,0,0
"Zone2_E","Zone3_I",16,23,0,0,0,0
"Zone2_E","Zone3_G",16,54,0,0,0,0
"Zone2_E","Zone3_D",16,19,0,0,0,0
"Zone2_E","Zone3_B",16,8,0,0,0,0
"Zone2_E","Zone3_A",16,43,0,0,0,0
"Zone2_D","Zone2_C",22,11,0,0,0,0
"Zone2_D","Zone2_B",22,19,0,0,0,0
"Zone2_D","Zone2_A",22,8,0,0,0,0
"Zone2_D","Zone3_J",22,37,0,0,0,0
"Zone2_D","Zone3_I",22,23,0,0,0,0
"Zone2_D","Zone3_H",22,26,0,0,0,0
"Zone2_D","Zone3_B",22,8,0,0,0,0
"Zone2_C","Zone2_B",11,19,0,0,0,0
"Zone2_C","Zone2_A",11,8,0,0,0,0
"Zone2_C","Zone3_J",11,37,0,0,0,0
"Zone2_C","Zone3_I",11,23,0,0,0,0
"Zone2_C","Zone3_H",11,26,0,0,0,0
"Zone2_C","Zone3_G",11,54,0,0,0,0
"Zone2_C","Zone3_F",11,31,0,0,0,0
"Zone2_C","Zone3_D",11,19,0,0,0,0
"Zone2_C","Zone3_C",11,36,0,0,0,0
"Zone2_C","Zone3_A",11,43,0,0,0,0
"Zone2_B","Zone2_A",19,8,0,0,0,0
"Zone2_B","Zone3_J",19,37,0,0,0,0
"Zone2_B","Zone3_I",19,23,0,0,0,0
"Zone2_B","Zone3_H",19,26,0,0,0,0
"Zone2_B","Zone3_G",19,54,0,0,0,0
"Zone2_B","Zone3_D",19,19,0,0,0,0
"Zone2_B","Zone3_C",19,36,0,0,0,0
"Zone2_B","Zone3_B",19,8,0,0,0,0
"Zone2_B","Zone3_A",19,43,0,0,0,0
"Zone2_A","Zone3_J",8,37,0,0,0,0
"Zone2_A","Zone3_I",8,23,0,0,0,0
"Zone2_A","Zone3_H",8,26,0,0,0,0
"Zone2_A","Zone3_G",8,54,0,0,0,0
"Zone2_A","Zone3_D",8,19,0,0,0,0
"Zone2_A","Zone3_C",8,36,0,0,0,0
"Zone2_A","Zone3_B",8,8,0,0,0,0
"Zone3_J","Zone3_I",37,23,0,0,0,0
"Zone3_J","Zone3_H",37,26,0,0,0,0
"Zone3_J","Zone3_G",37,54,0,0,0,0
"Zone3_J","Zone3_F",37,31,0,0,0,0
"Zone3_J","Zone3_E",37,32,0,0,0,0
"Zone3_J","Zone3_D",37,19,0,0,0,0
"Zone3_J","Zone3_C",37,36,0,0,0,0
"Zone3_J","Zone3_B",37,8,0,0,0,0
"Zone3_J","Zone3_A",37,43,0,0,0,0
"Zone3_I","Zone3_H",23,26,0,0,0,0
"Zone3_I","Zone3_G",23,54,0,0,0,0
"Zone3_I","Zone3_F",23,31,0,0,0,0
"Zone3_I","Zone3_E",23,32,0,0,0,0
"Zone3_I","Zone3_D",23,19,0,0,0,0
"Zone3_I","Zone3_C",23,36,0,0,0,0
"Zone3_I","Zone3_B",23,8,0,0,0,0
"Zone3_I","Zone3_A",23,43,0,0,0,0
"Zone3_H","Zone3_G",26,54,0,0,0,0
"Zone3_H","Zone3_F",26,31,0,0,0,0
"Zone3_H","Zone3_E",26,32,0,0,0,0
"Zone3_H","Zone3_D",26,19,0,0,0,0
"Zone3_H","Zone3_C",26,36,0,0,0,0
"Zone3_H","Zone3_B",26,8,0,0,0,0
"Zone3_H","Zone3_A",26,43,0,0,0,0
"Zone3_G","Zone3_F",54,31,0,0,0,0
"Zone3_G","Zone3_E",54,32,0,0,0,0
"Zone3_G","Zone3_D",54,19,0,0,0,0
"Zone3_G","Zone3_C",54,36,0,0,0,0
"Zone3_G","Zone3_B",54,8,0,0,0,0
"Zone3_G","Zone3_A",54,43,0,0,0,0
"Zone3_F","Zone3_E",31,32,0,0,0,0
"Zone3_F","Zone3_D",31,19,0,0,0,0
"Zone3_F","Zone3_C",31,36,0,0,0,0
"Zone3_F","Zone3_B",31,8,0,0,0,0
"Zone3_F","Zone3_A",31,43,0,0,0,0
"Zone3_E","Zone3_D",32,19,0,0,0,0
"Zone3_E","Zone3_C",32,36,0,0,0,0
"Zone3_E","Zone3_B",32,8,0,0,0,0
"Zone3_E","Zone3_A",32,43,0,0,0,0
"Zone3_D","Zone3_C",19,36,0,0,0,0
"Zone3_D","Zone3_B",19,8,0,0,0,0
"Zone3_D","Zone3_A",19,43,0,0,0,0
"Zone3_C","Zone3_B",36,8,0,0,0,0
"Zone3_C","Zone3_A",36,43,0,0,0,0
"Zone3_B","Zone3_A",8,43,0,0,0,0
