"species","colour","cluster","cluster_int"
"Ophelia.borealis","#E16A86","G",7
"Spermothamnion.repens","#E16A86","G",7
"Spio.filicornis","#E16A86","G",7
"Vertebrata.byssoides","#E16A86","G",7
"Corallina.officinalis","#E16A86","G",7
"Bonnemaisonia.hamifera","#E16A86","G",7
"Plumaria.plumosa","#E16A86","G",7
"Phoxocephalus.holbolli","#E16A86","G",7
"Callopora.lineata","#E16A86","G",7
"Escharella.immersa","#E16A86","G",7
"Spirorbis.corallinae","#E16A86","G",7
"Crisia.eburnea","#E16A86","G",7
"Halisarca.dujardinii","#E16A86","G",7
"Pholoe.inornata","#E16A86","G",7
"Spisula.subtruncata","#E16A86","G",7
"Lanice.conchilega","#E16A86","G",7
"Phyllodoce.groenlandica","#E16A86","G",7
"Desmarestia.aculeata","#E16A86","G",7
"Eumida.sanguinea","#E16A86","G",7
"Macoma.calcarea","#E16A86","G",7
"Aporrhais.pespelecani","#E16A86","G",7
"Philine.aperta","#E16A86","G",7
"Mediomastus.fragilis","#E16A86","G",7
"Nephtys.assimilis","#E16A86","G",7
"Leathesia.marina","#5991E4","F",6
"Phycodrys.rubens","#5991E4","F",6
"Sphacelaria.cirrosa","#5991E4","F",6
"Bryopsis.hypnoides","#5991E4","F",6
"Chaetomorpha.melagonium","#5991E4","F",6
"Laminaria.digitata","#5991E4","F",6
"Saccharina.latissima","#5991E4","F",6
"Gastrosaccus.spinifer","#5991E4","F",6
"Eteone.longa","#5991E4","F",6
"Nephtys.caeca","#5991E4","F",6
"Aglaothamnion.tenuissimum","#5991E4","F",6
"Desmarestia.viridis","#5991E4","F",6
"Rhodomela.confervoides","#5991E4","F",6
"Polysiphonia.stricta","#5991E4","F",6
"Coccotylus.Phyllophora","#5991E4","F",6
"Delesseria.sanguinea","#5991E4","F",6
"Sphaerotrichia.divaricata","#5991E4","F",6
"Bryopsis.plumosa","#5991E4","F",6
"Chondrus.crispus","#5991E4","F",6
"Cystoclonium.purpureum","#5991E4","F",6
"Furcellaria.lumbricalis","#5991E4","F",6
"Membranoptera.alata","#5991E4","F",6
"Ahnfeltia.plicata","#5991E4","F",6
"Ceramium.virgatum","#5991E4","F",6
"Callithamnion.corymbosum","#5991E4","F",6
"Dasya.baillouviana","#5991E4","F",6
"Ulva.lactuca","#5991E4","F",6
"Elachista.fucicola","#5991E4","F",6
"Fucus.serratus","#5991E4","F",6
"Cladophora.rupestris","#5991E4","F",6
"Polyides.rotunda","#5991E4","F",6
"Mesogloia.vermiculata","#AA9000","E",5
"Ruppia.cirrhosa","#AA9000","E",5
"Scytosiphon.lomentaria","#AA9000","E",5
"Cladophora.sericea","#AA9000","E",5
"Dumontia.contorta","#AA9000","E",5
"Chaetomorpha.linum","#AA9000","E",5
"Zostera.marina","#AA9000","E",5
"Capitella.capitata","#AA9000","E",5
"Polydora.cornuta","#AA9000","E",5
"Polysiphonia.elongata","#AA9000","E",5
"Chorda.filum","#AA9000","E",5
"Dictyosiphon.foeniculaceus","#AA9000","E",5
"Bittium.reticulatum","#AA9000","E",5
"Nemalion.multifidum","#AA9000","E",5
"Cerastoderma.edule","#AA9000","E",5
"Ceramium.tenuicorne","#AA9000","E",5
"Ectocarpus.Pylaiella","#AA9000","E",5
"Vertebrata.fucoides","#AA9000","E",5
"Arenicola.marina","#AA9000","E",5
"Tubificoides.benedii","#AA9000","E",5
"Pygospio.elegans","#AA9000","E",5
"Peringia.ulvae","#AA9000","E",5
"Mya.arenaria","#AA9000","E",5
"Mytilus","#AA9000","E",5
"Alitta.succinea","#AA9000","E",5
"Cerastoderma.glaucum","#AA9000","E",5
"Hediste.diversicolor","#AA9000","E",5
"Ampithoe.rubricata","#AA9000","E",5
"Fabricia.stellaris","#AA9000","E",5
"Ceramium.diaphanum","#AA9000","E",5
"Streblospio.shrubsolii","#AA9000","E",5
"Tubificoides.pseudogaster","#AA9000","E",5
"Dendrodoa.grossularia","#00AD9A","D",4
"Malacobdella.grossa","#00AD9A","D",4
"Pholoe.assimilis","#00AD9A","D",4
"Flustra.foliacea","#00AD9A","D",4
"Astarte.montagui","#00AD9A","D",4
"Laonome.kroyeri","#00AD9A","D",4
"Exogone.naidina","#00AD9A","D",4
"Onoba.semicostata","#00AD9A","D",4
"Psammechinus.miliaris","#00AD9A","D",4
"Lagis.koreni","#00AD9A","D",4
"Astarte.borealis","#00AD9A","D",4
"Astarte.elliptica","#00AD9A","D",4
"Dipolydora.quadrilobata","#00AD9A","D",4
"Neoamphitrite.figulus","#00AD9A","D",4
"Electra.pilosa","#00AD9A","D",4
"Aricidea.minuta","#00AD9A","D",4
"Spio.goniocephala","#00AD9A","D",4
"Crassicorophium.crassicor","#00AD9A","D",4
"Lineus.ruber","#00AD9A","D",4
"Harmothoe.imbricata","#DD64BE","C",3
"Asterias.rubens","#DD64BE","C",3
"Parvicardium.pinnulatum","#DD64BE","C",3
"Aricidea.suecica","#DD64BE","C",3
"Phyllodoce.mucosa","#DD64BE","C",3
"Corbula.gibba","#DD64BE","C",3
"Arctica.islandica","#DD64BE","C",3
"Trochochaeta.multisetosa","#DD64BE","C",3
"Kurtiella.bidentata","#DD64BE","C",3
"Phaxas.pellucidus","#DD64BE","C",3
"Heteromastus.filiformis","#DD64BE","C",3
"Ampharete.baltica","#DD64BE","C",3
"Scoloplos.armiger","#DD64BE","C",3
"Gammarus.tigrinus","#DD64BE","C",3
"Terebellides.stroemii","#DD64BE","C",3
"Ampelisca.macrocephala","#DD64BE","C",3
"Crenella.decussata","#DD64BE","C",3
"Apistobranchus.tullbergi","#DD64BE","C",3
"Artacama.proboscidea","#DD64BE","C",3
"Abra.alba","#DD64BE","C",3
"Nephtys.ciliata","#DD64BE","C",3
"Ophiura.albida","#DD64BE","C",3
"Parexogone.hebes","#DD64BE","C",3
"Spio.arndti","#DD64BE","C",3
"Lysilla.loveni","#DD64BE","C",3
"Musculus.niger","#DD64BE","C",3
"Nephtys.pente","#DD64BE","C",3
"Protomedeia.fasciata","#DD64BE","C",3
"Sertularia.cupressina","#DD64BE","C",3
"Mya.truncata","#DD64BE","C",3
"Hiatella.arctica","#DD64BE","C",3
"Nereimyra.punctata","#DD64BE","C",3
"Pherusa.plumosa","#DD64BE","C",3
"Halcampa.duodecimcirrata","#DD64BE","C",3
"Farrella.repens","#DD64BE","C",3
"Pariambus.typicus","#DD64BE","C",3
"Priapulus.caudatus","#00A6CA","B",2
"Aricidea.cerrutii","#00A6CA","B",2
"Ampharete.acutifrons","#00A6CA","B",2
"Bylgides.sarsi","#00A6CA","B",2
"Halicryptus.spinulosus","#00A6CA","B",2
"Pontoporeia.femorata","#00A6CA","B",2
"Diastylis.rathkei","#00A6CA","B",2
"Limecola.balthica","#00A6CA","B",2
"Opercularella.lacerata","#00AA5A","A",1
"Diastyloides.biplicatus","#00AA5A","A",1
"Parvicardium.minimum","#00AA5A","A",1
"Metridium.senile","#00AA5A","A",1
"Molgula.manhattensis","#00AA5A","A",1
"Clytia.hemisphaerica","#00AA5A","A",1
"Gammarellus.homari","#00AA5A","A",1
"Laonice.bahusiensis","#00AA5A","A",1
"Paramphinome.jeffreysii","#00AA5A","A",1
"Ophelia.rathkei","#00AA5A","A",1
"Pusillina.inconspicua","#00AA5A","A",1
"Hermania.scabra","#00AA5A","A",1
"Philine.quadripartita","#00AA5A","A",1
"Alkmaria.romijni","#00AA5A","A",1
"Microphthalmus.sczelkowii","#00AA5A","A",1
"Musculus.discors","#00AA5A","A",1
"Apoglossum.ruscifolium","#00AA5A","A",1
"Bathyporeia.pelagica","#00AA5A","A",1
"Eleocharis.uniglumis","#00AA5A","A",1
"Juncus.gerardii","#00AA5A","A",1
"Triglochin.maritima","#00AA5A","A",1
"Schoenoplectus.lacustris","#00AA5A","A",1
"Ascophyllum.nodosum","#00AA5A","A",1
"Lemna.minor","#00AA5A","A",1
"Ulva.linza","#00AA5A","A",1
"Ulva.prolifera","#00AA5A","A",1
"Ericthonius.brasiliensis","#00AA5A","A",1
"Fucus.vesiculosus.radicans","#00AA5A","A",1
"Spermatochnus.paradoxus","#00AA5A","A",1
"Chordaria.flagelliformis","#00AA5A","A",1
"Dictyosiphon.chordaria","#00AA5A","A",1
"Spongonema.tomentosum","#00AA5A","A",1
"Monocorophium.insidiosum","#00AA5A","A",1
"Apherusa.bispinosa","#00AA5A","A",1
"Halosiphon.tomentosus","#00AA5A","A",1
"Spongomorpha.aeruginosa","#00AA5A","A",1
"Scrobicularia.plana","#00AA5A","A",1
"Chara.baltica","#00AA5A","A",1
"Platynereis.dumerilii","#00AA5A","A",1
"Ruppia.maritima","#00AA5A","A",1
"Zannichellia.palustris","#00AA5A","A",1
"Baltidrilus.costatus","#00AA5A","A",1
"Heterotanais.oerstedii","#00AA5A","A",1
