"species","colour","cluster","cluster_int"
"Chaetomorpha.linum","#00AD7F","H",8
"Cladophora.sericea","#00AD7F","H",8
"Capitella.capitata","#00AD7F","H",8
"Tubificoides.benedii","#00AD7F","H",8
"Polydora.cornuta","#00AD7F","H",8
"Arenicola.marina","#00AD7F","H",8
"Bittium.reticulatum","#00AD7F","H",8
"Chordaria.flagelliformis","#E16A86","G",7
"Cladophora.rupestris","#E16A86","G",7
"Elachista.fucicola","#E16A86","G",7
"Sphaerotrichia.divaricata","#E16A86","G",7
"Furcellaria.lumbricalis","#E16A86","G",7
"Ahnfeltia.plicata","#E16A86","G",7
"Chondrus.crispus","#E16A86","G",7
"Bryopsis.plumosa","#E16A86","G",7
"Spermothamnion.repens","#E16A86","G",7
"Nemalion.multifidum","#E16A86","G",7
"Vertebrata.fucoides","#E16A86","G",7
"Dumontia.contorta","#E16A86","G",7
"Fucus.serratus","#E16A86","G",7
"Dasya.baillouviana","#E16A86","G",7
"Polysiphonia.elongata","#E16A86","G",7
"Ceramium.tenuicorne","#E16A86","G",7
"Ectocarpus.Pylaiella","#E16A86","G",7
"Dictyosiphon.foeniculaceus","#00A0D6","F",6
"Spermatochnus.paradoxus","#00A0D6","F",6
"Dictyosiphon.chordaria","#00A0D6","F",6
"Mesogloia.vermiculata","#00A0D6","F",6
"Scytosiphon.lomentaria","#00A0D6","F",6
"Fucus.vesiculosus.radicans","#00A0D6","F",6
"Spongonema.tomentosum","#00A0D6","F",6
"Halosiphon.tomentosus","#00A0D6","F",6
"Spongomorpha.aeruginosa","#00A0D6","F",6
"Ophelia.rathkei","#00A0D6","F",6
"Paraonis.fulgens","#00A0D6","F",6
"Halisarca.dujardinii","#00A0D6","F",6
"Monocorophium.insidiosum","#00A0D6","F",6
"Apherusa.bispinosa","#00A0D6","F",6
"Spirorbis.corallinae","#00A0D6","F",6
"Spio.goniocephala","#20A73C","E",5
"Aricidea.minuta","#20A73C","E",5
"Dipolydora.quadrilobata","#20A73C","E",5
"Phoxocephalus.holbolli","#20A73C","E",5
"Crassicorophium.crassicor","#20A73C","E",5
"Psammechinus.miliaris","#20A73C","E",5
"Electra.pilosa","#20A73C","E",5
"Lineus.ruber","#20A73C","E",5
"Malacobdella.grossa","#20A73C","E",5
"Astarte.borealis","#20A73C","E",5
"Astarte.elliptica","#20A73C","E",5
"Pholoe.assimilis","#20A73C","E",5
"Astarte.montagui","#20A73C","E",5
"Laonome.kroyeri","#20A73C","E",5
"Halcampa.duodecimcirrata","#20A73C","E",5
"Mya.truncata","#20A73C","E",5
"Pariambus.typicus","#20A73C","E",5
"Lysilla.loveni","#20A73C","E",5
"Hiatella.arctica","#20A73C","E",5
"Nephtys.pente","#20A73C","E",5
"Musculus.niger","#20A73C","E",5
"Pherusa.plumosa","#20A73C","E",5
"Eteone.longa","#00ABB2","D",4
"Spio.filicornis","#00ABB2","D",4
"Gastrosaccus.spinifer","#00ABB2","D",4
"Echinocyamus.pusillus","#00ABB2","D",4
"Nephtys.caeca","#00ABB2","D",4
"Scoloplos.armiger","#00ABB2","D",4
"Lanice.conchilega","#00ABB2","D",4
"Phyllodoce.groenlandica","#00ABB2","D",4
"Eumida.sanguinea","#00ABB2","D",4
"Macoma.calcarea","#00ABB2","D",4
"Parexogone.hebes","#00ABB2","D",4
"Pholoe.inornata","#00ABB2","D",4
"Spisula.subtruncata","#00ABB2","D",4
"Phyllodoce.mucosa","#00ABB2","D",4
"Aricidea.suecica","#00ABB2","D",4
"Nereimyra.punctata","#00ABB2","D",4
"Cerastoderma.edule","#00ABB2","D",4
"Harmothoe.imbricata","#00ABB2","D",4
"Asterias.rubens","#00ABB2","D",4
"Parvicardium.pinnulatum","#00ABB2","D",4
"Abra.alba","#00ABB2","D",4
"Nephtys.ciliata","#00ABB2","D",4
"Ophiura.albida","#00ABB2","D",4
"Polycirrus.medusa","#00ABB2","D",4
"Tubulanus.polymorphus","#00ABB2","D",4
"Corbula.gibba","#00ABB2","D",4
"Trochochaeta.multisetosa","#00ABB2","D",4
"Ampharete.baltica","#00ABB2","D",4
"Arctica.islandica","#00ABB2","D",4
"Asperococcus.bullosus","#D17B44","C",3
"Aporrhais.pespelecani","#D17B44","C",3
"Nephtys.assimilis","#D17B44","C",3
"Perioculodes.longimanus","#D17B44","C",3
"Echinocardium.cordatum","#D17B44","C",3
"Tellimya.ferruginosa","#D17B44","C",3
"Poecilochaetus.serpens","#D17B44","C",3
"Thracia.phaseolina","#D17B44","C",3
"Ampelisca.brevicornis","#D17B44","C",3
"Chamelea.gallina","#D17B44","C",3
"Pisione.remota","#D17B44","C",3
"Melobesia.membranacea","#D17B44","C",3
"Tanaissus.lilljeborgi","#D17B44","C",3
"Branchiostoma.lanceolatum","#D17B44","C",3
"Mediomastus.fragilis","#D17B44","C",3
"Bathyporeia.guilliamsonia","#D17B44","C",3
"Nephtys.longosetosa","#D17B44","C",3
"Ophelia.borealis","#D17B44","C",3
"Fabulina.fabula","#D17B44","C",3
"Spiophanes.bombyx","#D17B44","C",3
"Upogebia.deltaura","#7B8AE6","B",2
"Ptilota.gunneri","#7B8AE6","B",2
"Apoglossum.ruscifolium","#7B8AE6","B",2
"Rhodophyllis.divaricata","#7B8AE6","B",2
"Bonnemaisonia.asparagoides","#7B8AE6","B",2
"Phyllophora.crispa","#7B8AE6","B",2
"Heterosiphonia.plumosa","#7B8AE6","B",2
"Lomentaria.clavellosa","#7B8AE6","B",2
"Erythrodermis.traillii","#7B8AE6","B",2
"Dilsea.carnosa","#7B8AE6","B",2
"Dasysiphonia.japonica","#7B8AE6","B",2
"Laminaria.hyperborea","#7B8AE6","B",2
"Modiolus.modiolus","#7B8AE6","B",2
"Halidrys.siliquosa","#7B8AE6","B",2
"Corallina.officinalis","#7B8AE6","B",2
"Plumaria.plumosa","#7B8AE6","B",2
"Lemna.minor","#DE63B9","A",1
"Schoenoplectus.lacustris","#DE63B9","A",1
"Ascophyllum.nodosum","#DE63B9","A",1
"Ulva.linza","#DE63B9","A",1
"Eleocharis.uniglumis","#DE63B9","A",1
"Triglochin.maritima","#DE63B9","A",1
"Ulva.prolifera","#DE63B9","A",1
"Tubificoides.pseudogaster","#DE63B9","A",1
"Molgula.manhattensis","#DE63B9","A",1
"Clytia.hemisphaerica","#DE63B9","A",1
"Metridium.senile","#DE63B9","A",1
"Musculus.discors","#DE63B9","A",1
"Dendrodoa.grossularia","#DE63B9","A",1
"Sertularia.cupressina","#DE63B9","A",1
"Laonice.bahusiensis","#DE63B9","A",1
"Paramphinome.jeffreysii","#DE63B9","A",1
"Sargassum.muticum","#DE63B9","A",1
"Callithamnion.tetragonum","#DE63B9","A",1
"Ceramium.diaphanum","#DE63B9","A",1
"Polycirrus.plumosus","#DE63B9","A",1
"Hermania.scabra","#DE63B9","A",1
"Philine.quadripartita","#DE63B9","A",1
"Bathyporeia.pelagica","#DE63B9","A",1
"Microphthalmus.sczelkowii","#DE63B9","A",1
"Gammarellus.homari","#DE63B9","A",1
"Pusillina.inconspicua","#DE63B9","A",1
