"species","colour","cluster","cluster_int"
"Cladophora.sericea","#009ADE","C",3
"Dumontia.contorta","#009ADE","C",3
"Callithamnion.corymbosum","#009ADE","C",3
"Chaetomorpha.melagonium","#009ADE","C",3
"Membranoptera.alata","#009ADE","C",3
"Polysiphonia.elongata","#009ADE","C",3
"Ahnfeltia.plicata","#009ADE","C",3
"Bryopsis.hypnoides","#009ADE","C",3
"Furcellaria.lumbricalis","#00AD9A","B",2
"Ceramium.tenuicorne","#00AD9A","B",2
"Ectocarpus.Pylaiella","#00AD9A","B",2
"Ecrobia.ventrosa","#00AD9A","B",2
"Gammarus.oceanicus","#00AD9A","B",2
"Theodoxus.fluviatilis","#00AD9A","B",2
"Dictyosiphon.foeniculaceus","#00AD9A","B",2
"Cyanophthalma.obscura","#00AD9A","B",2
"Neomysis.integer","#00AD9A","B",2
"Battersia.arctica","#00AD9A","B",2
"Eudesme.virescens","#00AD9A","B",2
"Gaillona.rosea","#00AD9A","B",2
"Rhodochorton.purpureum","#00AD9A","B",2
"Cladophora.rupestris","#00AD9A","B",2
"Elachista.fucicola","#00AD9A","B",2
"Urospora.penicilliformis","#B88A00","A",1
"Chara.connivens","#B88A00","A",1
"Rhizoclonium.riparium","#B88A00","A",1
"Gammarellus.homari","#B88A00","A",1
"Metridium.senile","#B88A00","A",1
"Molgula.manhattensis","#B88A00","A",1
"Cerastoderma.edule","#B88A00","A",1
"Ophelia.rathkei","#B88A00","A",1
"Pusillina.inconspicua","#B88A00","A",1
"Apherusa.bispinosa","#B88A00","A",1
"Musculus.discors","#B88A00","A",1
"Stictyosiphon.tortilis","#B88A00","A",1
"Alkmaria.romijni","#B88A00","A",1
"Chorda.filum","#B88A00","A",1
"Fucus.vesiculosus.radicans","#B88A00","A",1
"Chara.canescens","#B88A00","A",1
"Ruppia.maritima","#B88A00","A",1
"Ruppia.cirrhosa","#B88A00","A",1
"Zannichellia.palustris","#B88A00","A",1
"Myriophyllum.spicatum","#B88A00","A",1
"Chara.baltica","#B88A00","A",1
"Stuckenia.pectinata","#B88A00","A",1
"Heterotanais.oerstedii","#B88A00","A",1
"Leathesia.marina","#B88A00","A",1
"Chaetomorpha.linum","#B88A00","A",1
"Zostera.marina","#B88A00","A",1
"Ranunculus.peltatus.peltatus","#B88A00","A",1
"Ceratophyllum.demersum","#B88A00","A",1
"Monostroma.balticum","#B88A00","A",1
"Chara.horrida","#B88A00","A",1
"Schoenoplectus.lacustris","#B88A00","A",1
"Zannichellia.major","#B88A00","A",1
"Bolboschoenus.maritimus","#B88A00","A",1
"Lemna.minor","#B88A00","A",1
"Juncus.gerardii","#B88A00","A",1
"Triglochin.maritima","#B88A00","A",1
"Eleocharis.parvula","#B88A00","A",1
"Eleocharis.uniglumis","#B88A00","A",1
"Ulva.prolifera","#B88A00","A",1
