"species","colour","cluster","cluster_int"
"Priapulus.caudatus","#E16A86","G",7
"Aricidea.cerrutii","#E16A86","G",7
"Ampharete.acutifrons","#E16A86","G",7
"Bylgides.sarsi","#E16A86","G",7
"Opercularella.lacerata","#E16A86","G",7
"Diastyloides.biplicatus","#E16A86","G",7
"Parvicardium.minimum","#E16A86","G",7
"Limecola.balthica","#C18500","F",6
"Pygospio.elegans","#C18500","F",6
"Terebellides.stroemii","#C18500","F",6
"Pontoporeia.femorata","#C18500","F",6
"Diastylis.rathkei","#C18500","F",6
"Halicryptus.spinulosus","#C18500","F",6
"Lagis.koreni","#C18500","F",6
"Astarte.borealis","#C18500","F",6
"Astarte.elliptica","#C18500","F",6
"Aricidea.suecica","#6C8EE6","E",5
"Mya.truncata","#6C8EE6","E",5
"Ophelia.rathkei","#6C8EE6","E",5
"Callopora.lineata","#6C8EE6","E",5
"Ampharete.baltica","#6C8EE6","E",5
"Lineus.ruber","#6C8EE6","E",5
"Capitella.capitata","#00AB6E","D",4
"Eteone.longa","#00AB6E","D",4
"Fabricia.stellaris","#00AB6E","D",4
"Alitta.succinea","#00AB6E","D",4
"Aglaothamnion.tenuissimum","#00AB6E","D",4
"Delesseria.sanguinea","#00AB6E","D",4
"Desmarestia.viridis","#00AB6E","D",4
"Rhodomela.confervoides","#00AB6E","D",4
"Arenicola.marina","#00AB6E","D",4
"Polysiphonia.stricta","#00AB6E","D",4
"Tubificoides.benedii","#00AB6E","D",4
"Cerastoderma.glaucum","#00AB6E","D",4
"Hediste.diversicolor","#00AB6E","D",4
"Scoloplos.armiger","#00AB6E","D",4
"Mytilus","#00AB6E","D",4
"Mya.arenaria","#00AB6E","D",4
"Peringia.ulvae","#00AB6E","D",4
"Alkmaria.romijni","#00A9BE","C",3
"Microphthalmus.sczelkowii","#00A9BE","C",3
"Scrobicularia.plana","#00A9BE","C",3
"Nemalion.multifidum","#00A9BE","C",3
"Platynereis.dumerilii","#00A9BE","C",3
"Heterotanais.oerstedii","#00A9BE","C",3
"Triglochin.maritima","#00A9BE","C",3
"Ulva.prolifera","#00A9BE","C",3
"Metridium.senile","#00A9BE","C",3
"Dictyosiphon.chordaria","#00A9BE","C",3
"Pusillina.inconspicua","#00A9BE","C",3
"Membranoptera.alata","#799D00","B",2
"Tubificoides.pseudogaster","#799D00","B",2
"Ceramium.virgatum","#799D00","B",2
"Ahnfeltia.plicata","#799D00","B",2
"Chaetomorpha.melagonium","#799D00","B",2
"Bryopsis.hypnoides","#799D00","B",2
"Callithamnion.corymbosum","#799D00","B",2
"Ceramium.diaphanum","#799D00","B",2
"Streblospio.shrubsolii","#799D00","B",2
"Sphaerotrichia.divaricata","#799D00","B",2
"Dumontia.contorta","#799D00","B",2
"Chaetomorpha.linum","#799D00","B",2
"Cladophora.sericea","#799D00","B",2
"Heteromastus.filiformis","#799D00","B",2
"Polydora.cornuta","#799D00","B",2
"Polysiphonia.elongata","#D169D0","A",1
"Dasya.baillouviana","#D169D0","A",1
"Mesogloia.vermiculata","#D169D0","A",1
"Chara.baltica","#D169D0","A",1
"Ruppia.maritima","#D169D0","A",1
"Elachista.fucicola","#D169D0","A",1
"Ulva.lactuca","#D169D0","A",1
"Zannichellia.palustris","#D169D0","A",1
"Scytosiphon.lomentaria","#D169D0","A",1
"Ruppia.cirrhosa","#D169D0","A",1
"Zostera.marina","#D169D0","A",1
